"id","Geographic Area Name","total_pop","65_years_and_older_prop","20_to_54_years_prop","high_school_or_higher_prop","median_income_12_months","prop_minority","percent_civilian_pop_with_health_insurance"
"1400000US06037224420","Census Tract 2244.20, Los Angeles County, California",2637,0.080773606370876,0.546833522942738,0.340159271899886,16863,0.891543420553659,79.5
"1400000US06037224600","Census Tract 2246, Los Angeles County, California",3385,0.111964549483013,0.514623338257016,0.306056129985229,20929,0.948892171344165,80
"1400000US06037224700","Census Tract 2247, Los Angeles County, California",6238,0.00464892593780058,0.697659506252004,0.381051619108689,12464,0.194132734850914,94.8
"1400000US06037226001","Census Tract 2260.01, Los Angeles County, California",2615,0.0489483747609943,0.534225621414914,0.341873804971319,21563,0.992734225621415,82.4
"1400000US06037226002","Census Tract 2260.02, Los Angeles County, California",1820,0.0571428571428571,0.695054945054945,0.629120879120879,37254,0.55,81.6
"1400000US06037226410","Census Tract 2264.10, Los Angeles County, California",3665,0.0804911323328786,0.544884038199181,0.259754433833561,19048,0.989358799454297,76.3
"1400000US06037226420","Census Tract 2264.20, Los Angeles County, California",5531,0.0744892424516362,0.547098173928765,0.287651419273187,19491,0.944675465557765,82.3
"1400000US06037226700","Census Tract 2267, Los Angeles County, California",7661,0.0355045033285472,0.548231301396685,0.297741809163295,19615,0.997650437279728,79.4
"1400000US06037227010","Census Tract 2270.10, Los Angeles County, California",5705,0.056091148115688,0.463978965819457,0.241191936897458,23393,0.982471516213848,84.1
"1400000US06037227020","Census Tract 2270.20, Los Angeles County, California",3623,0.0690035881865857,0.51173060999172,0.259729505934309,21925,0.991995583770356,81.5
"1400000US06037228100","Census Tract 2281, Los Angeles County, California",5505,0.0579473206176203,0.529518619436876,0.272479564032698,22731,0.994732061762035,84.6
"1400000US06037228210","Census Tract 2282.10, Los Angeles County, California",4233,0.109614930309473,0.457595086227262,0.28797543113631,20177,0.968343964091661,80.9
"1400000US06037228220","Census Tract 2282.20, Los Angeles County, California",4375,0.0724571428571429,0.499657142857143,0.290514285714286,24433,0.976457142857143,79.6
"1400000US06037228310","Census Tract 2283.10, Los Angeles County, California",4523,0.0585894317930577,0.515586999778908,0.248949812071634,24939,0.989608666814061,83
"1400000US06037228320","Census Tract 2283.20, Los Angeles County, California",3122,0.0650224215246637,0.513773222293402,0.235746316463805,20849,1,81.3
"1400000US06037228410","Census Tract 2284.10, Los Angeles County, California",3600,0.0622222222222222,0.533888888888889,0.313888888888889,21504,0.960833333333333,72.9
"1400000US06037228420","Census Tract 2284.20, Los Angeles County, California",3304,0.0366222760290557,0.467312348668281,0.271489104116223,23361,0.994249394673123,79.9
"1400000US06037228500","Census Tract 2285, Los Angeles County, California",4869,0.0651057712055864,0.551037173957691,0.323475046210721,24225,1,78.5
"1400000US06037228600","Census Tract 2286, Los Angeles County, California",5301,0.0496132805131107,0.53933220147142,0.268062629692511,20380,0.98471986417657,80.3
"1400000US06037228710","Census Tract 2287.10, Los Angeles County, California",3982,0.0705675539929684,0.482923154193872,0.249372174786539,20359,0.977649422400804,80.7
"1400000US06037228720","Census Tract 2287.20, Los Angeles County, California",4825,0.0690155440414508,0.493056994818653,0.28559585492228,22226,0.991088082901554,81.8
"1400000US06037228800","Census Tract 2288, Los Angeles County, California",5353,0.0687464972912386,0.472071735475434,0.300579114515225,25906,0.997011021856903,79.5
"1400000US06037228900","Census Tract 2289, Los Angeles County, California",2918,0.0544893762851268,0.469842357779301,0.208019191226868,24023,0.998286497601097,92.3
"1400000US06037229100","Census Tract 2291, Los Angeles County, California",5146,0.0524679362611737,0.518849591916051,0.28935095219588,22121,0.994170229304314,76.4
"1400000US06037229200","Census Tract 2292, Los Angeles County, California",5072,0.0792586750788644,0.521687697160883,0.368099369085173,22510,0.986593059936908,77.8
"1400000US06037229300","Census Tract 2293, Los Angeles County, California",5715,0.0395450568678915,0.515660542432196,0.241819772528434,21153,0.972878390201225,81
"1400000US06037229410","Census Tract 2294.10, Los Angeles County, California",3697,0.0522044901271301,0.502028671896132,0.239383283743576,24650,0.975655937246416,72.2
"1400000US06037229420","Census Tract 2294.20, Los Angeles County, California",4759,0.049590250052532,0.509140575751208,0.291868039504098,23775,0.990754360159697,85.8
"1400000US06037231100","Census Tract 2311, Los Angeles County, California",3474,0.0849165227403569,0.525331030512378,0.399251583189407,19295,0.888313183649971,83
"1400000US06037231210","Census Tract 2312.10, Los Angeles County, California",4040,0.0893564356435644,0.522772277227723,0.377227722772277,25145,0.953217821782178,85.2
"1400000US06037231220","Census Tract 2312.20, Los Angeles County, California",4653,0.103803997421019,0.482914248871696,0.35418009886095,20699,0.912744465935955,81.1
"1400000US06037231300","Census Tract 2313, Los Angeles County, California",5754,0.0922836287799791,0.555439694125826,0.45950643030935,26200,0.893465415363226,83.6
"1400000US06037231400","Census Tract 2314, Los Angeles County, California",4745,0.10958904109589,0.487249736564805,0.473129610115911,28955,0.938040042149631,85.7
"1400000US06037231500","Census Tract 2315, Los Angeles County, California",5396,0.132505559673832,0.490177909562639,0.523165307635285,29079,0.933839881393625,84.1
"1400000US06037231600","Census Tract 2316, Los Angeles County, California",7420,0.116307277628032,0.511320754716981,0.469407008086253,23113,0.900539083557952,84.4
"1400000US06037231710","Census Tract 2317.10, Los Angeles County, California",4165,0.0631452581032413,0.520288115246098,0.299879951980792,23383,0.975750300120048,80.3
"1400000US06037231720","Census Tract 2317.20, Los Angeles County, California",4934,0.109241994325091,0.523104985812728,0.365626266720713,22877,0.944872314552088,87.2
"1400000US06037231800","Census Tract 2318, Los Angeles County, California",5436,0.0417586460632818,0.526674025018396,0.243377483443709,18595,0.972590139808683,75.8
"1400000US06037231900","Census Tract 2319, Los Angeles County, California",6162,0.0705939629990263,0.481499513145083,0.303310613437196,23098,0.966082440765985,86.3
"1400000US06037232110","Census Tract 2321.10, Los Angeles County, California",3038,0.0826201448321264,0.481566820276498,0.336405529953917,25199,0.984200131665569,85.5
"1400000US06037232120","Census Tract 2321.20, Los Angeles County, California",5567,0.0801149631758577,0.507275013472247,0.359259924555416,24913,0.9717980959224,85.5
"1400000US06037232200","Census Tract 2322, Los Angeles County, California",3487,0.0934901061084026,0.542873530255234,0.446228850014339,21940,0.979065098938916,89.7
"1400000US06037232300","Census Tract 2323, Los Angeles County, California",6006,0.0857475857475857,0.625374625374625,0.458874458874459,20774,0.977688977688978,71
"1400000US06037232400","Census Tract 2324, Los Angeles County, California",7361,0.105963863605488,0.504143458769189,0.470180681972558,28717,0.929629126477381,87
"1400000US06037232500","Census Tract 2325, Los Angeles County, California",4940,0.119028340080972,0.476720647773279,0.42753036437247,31301,0.978744939271255,90
"1400000US06037232600","Census Tract 2326, Los Angeles County, California",6833,0.0902970876628128,0.525830528318455,0.42309380945412,29802,0.975559783404068,85.7
"1400000US06037232700","Census Tract 2327, Los Angeles County, California",6568,0.0778014616321559,0.521772228989038,0.370127892813642,25871,0.961936662606577,82.9
"1400000US06037232800","Census Tract 2328, Los Angeles County, California",4489,0.0572510581421252,0.517264424147917,0.339719313878369,23202,0.982846959233682,82
"1400000US06037234000","Census Tract 2340, Los Angeles County, California",5417,0.189403729001292,0.439542182019568,0.621746354070519,37065,0.924127745984862,94.5
"1400000US06037234200","Census Tract 2342, Los Angeles County, California",2424,0.231848184818482,0.476072607260726,0.792904290429043,49750,0.766089108910891,98.3
"1400000US06037234300","Census Tract 2343, Los Angeles County, California",3805,0.140078843626807,0.525624178712221,0.77503285151117,41991,0.878843626806833,96.3
"1400000US06037234501","Census Tract 2345.01, Los Angeles County, California",2845,0.201405975395431,0.489279437609842,0.543057996485061,35950,0.908611599297012,90.2
"1400000US06037234502","Census Tract 2345.02, Los Angeles County, California",3017,0.16042426251243,0.526019224395095,0.614186277759364,35034,0.951276102088167,92.8
"1400000US06037234600","Census Tract 2346, Los Angeles County, California",4908,0.144254278728606,0.471271393643032,0.549714751426243,37490,0.858190709046455,89.3
"1400000US06037234700","Census Tract 2347, Los Angeles County, California",3690,0.164227642276423,0.498644986449864,0.529268292682927,35564,0.978590785907859,88
"1400000US06037234800","Census Tract 2348, Los Angeles County, California",3317,0.151341573711185,0.488393126318963,0.644859813084112,37893,0.93578534820621,94.8
"1400000US06037234901","Census Tract 2349.01, Los Angeles County, California",3321,0.0773863294188498,0.459500150557061,0.42457091237579,20439,0.99096657633243,89.8
"1400000US06037234902","Census Tract 2349.02, Los Angeles County, California",4088,0.139432485322896,0.49706457925636,0.490949119373777,26845,0.885763209393346,80
"1400000US06037235100","Census Tract 2351, Los Angeles County, California",4401,0.167461940468075,0.465121563281072,0.715746421267894,50887,0.81799591002045,91.5
"1400000US06037235201","Census Tract 2352.01, Los Angeles County, California",2682,0.127889634601044,0.492542878448919,0.630872483221476,32034,0.931021625652498,87.6
"1400000US06037235202","Census Tract 2352.02, Los Angeles County, California",4331,0.169014084507042,0.47841145232048,0.620872777649504,30553,0.950819672131147,89.7
"1400000US06037236000","Census Tract 2360, Los Angeles County, California",4181,0.240373116479311,0.454915092083234,0.799091126524755,67641,0.623535039464243,95.2
"1400000US06037236100","Census Tract 2361, Los Angeles County, California",6170,0.187844408427877,0.493192868719611,0.638249594813614,27042,0.876175040518639,92.1
"1400000US06037236202","Census Tract 2362.02, Los Angeles County, California",5764,0.0728660652324774,0.532269257460097,0.521686328938237,23529,0.884281748785566,87
"1400000US06037236203","Census Tract 2362.03, Los Angeles County, California",3118,0.13566388710712,0.509621552277101,0.579538165490699,26250,0.833547145606158,88.6
"1400000US06037236204","Census Tract 2362.04, Los Angeles County, California",3109,0.0508201994210357,0.509488581537472,0.496622708266324,25685,0.923126407204889,88.2
"1400000US06037236400","Census Tract 2364, Los Angeles County, California",4282,0.204810836057917,0.564922933208781,0.814339093881364,48125,0.849602989257356,91
"1400000US06037237101","Census Tract 2371.01, Los Angeles County, California",4409,0.0796098888636879,0.491948287593559,0.344976185075981,27721,0.966205488772964,83.7
"1400000US06037237102","Census Tract 2371.02, Los Angeles County, California",3407,0.0818902260052832,0.486938655708835,0.320810096859407,26507,0.9750513648371,77.7
"1400000US06037237201","Census Tract 2372.01, Los Angeles County, California",3814,0.070791819611956,0.549029889879392,0.37860513896172,29043,0.964866282118511,90.8
"1400000US06037237202","Census Tract 2372.02, Los Angeles County, California",4556,0.082089552238806,0.460930640913082,0.455662862159789,27500,0.934372256365233,84
"1400000US06037237300","Census Tract 2373, Los Angeles County, California",5311,0.12502353605724,0.513086047825268,0.564865373752589,30475,0.957446808510638,90.8
"1400000US06037237401","Census Tract 2374.01, Los Angeles County, California",4217,0.0818117144889732,0.492293099359734,0.413089874318236,26888,0.978420678207256,84.5
"1400000US06037237402","Census Tract 2374.02, Los Angeles County, California",3335,0.165217391304348,0.489955022488756,0.547826086956522,30795,0.907646176911544,83.4
"1400000US06037237500","Census Tract 2375, Los Angeles County, California",2922,0.0906913073237509,0.490417522245038,0.330937713894593,21902,0.98186173853525,83
"1400000US06037237600","Census Tract 2376, Los Angeles County, California",4101,0.10680321872714,0.462570104852475,0.420385271884906,23407,0.967325042672519,83.1
"1400000US06037237710","Census Tract 2377.10, Los Angeles County, California",4410,0.0369614512471655,0.519047619047619,0.336281179138322,25920,0.971655328798186,77.7
"1400000US06037237720","Census Tract 2377.20, Los Angeles County, California",3707,0.0431615861882924,0.461828972214729,0.323172376584839,22875,0.964391691394659,84.6
"1400000US06037237800","Census Tract 2378, Los Angeles County, California",3796,0.136986301369863,0.562697576396207,0.594836670179136,32500,0.932560590094837,90.2
"1400000US06037237900","Census Tract 2379, Los Angeles County, California",4405,0.11850170261067,0.496481271282633,0.559818388195233,36928,0.934619750283768,88.2
"1400000US06037238000","Census Tract 2380, Los Angeles County, California",6174,0.191933916423712,0.424846128927762,0.594914156138646,31694,0.895691609977324,96.3
"1400000US06037238100","Census Tract 2381, Los Angeles County, California",5163,0.144295951965911,0.511717993414681,0.547162502421073,30913,0.95215959713345,94.3
"1400000US06037238200","Census Tract 2382, Los Angeles County, California",5565,0.180413297394429,0.520035938903863,0.65318957771788,41522,0.969272237196765,92.2
"1400000US06037238310","Census Tract 2383.10, Los Angeles County, California",5002,0.063374650139944,0.520391843262695,0.386645341863255,25378,0.985405837664934,78.9
"1400000US06037238320","Census Tract 2383.20, Los Angeles County, California",3804,0.0786014721345952,0.495793901156677,0.367507886435331,24990,0.976340694006309,84.4
"1400000US06037238400","Census Tract 2384, Los Angeles County, California",4694,0.228376651043886,0.398167873881551,0.689603749467405,40888,0.948231785257776,92.4
"1400000US06037239201","Census Tract 2392.01, Los Angeles County, California",3753,0.0487609912070344,0.513988808952838,0.331468158806288,24234,0.987743138822275,82.2
"1400000US06037239202","Census Tract 2392.02, Los Angeles County, California",5999,0.0365060843473912,0.537089514919153,0.325720953492249,21919,0.986497749624938,80.6
"1400000US06037239310","Census Tract 2393.10, Los Angeles County, California",4501,0.0457676071984004,0.468562541657409,0.294379026882915,21902,0.987113974672295,82.6
"1400000US06037239320","Census Tract 2393.20, Los Angeles County, California",4086,0.0555555555555556,0.491678903573177,0.312285854136074,23301,0.952276064610866,79.1
"1400000US06037239330","Census Tract 2393.30, Los Angeles County, California",2458,0.0683482506102522,0.512205044751831,0.342554922701383,23576,0.982099267697315,83.9
"1400000US06037239501","Census Tract 2395.01, Los Angeles County, California",3729,0.0914454277286136,0.491552695092518,0.346205417001877,24923,0.97774202198981,83.6
"1400000US06037239502","Census Tract 2395.02, Los Angeles County, California",4016,0.0547808764940239,0.508964143426295,0.366035856573705,22313,0.993027888446215,83.1
"1400000US06037239601","Census Tract 2396.01, Los Angeles County, California",3682,0.0556762629005975,0.539380771319935,0.368006518196632,22128,0.971754481260185,75.3
"1400000US06037239602","Census Tract 2396.02, Los Angeles County, California",4016,0.0348605577689243,0.491533864541833,0.344621513944223,24171,0.990786852589641,89
"1400000US06037239701","Census Tract 2397.01, Los Angeles County, California",5134,0.0625243474873393,0.476626412154266,0.340085703155434,22212,1,82.5
"1400000US06037239702","Census Tract 2397.02, Los Angeles County, California",4334,0.064836179049377,0.536686663590217,0.382556529764652,22213,0.996769727734195,82.9
"1400000US06037239801","Census Tract 2398.01, Los Angeles County, California",3705,0.0639676113360324,0.493117408906883,0.392172739541161,27407,0.988124156545209,82.7
"1400000US06037239802","Census Tract 2398.02, Los Angeles County, California",5461,0.0534700604284929,0.490203259476286,0.373557956418238,25402,0.972715619849844,88.9
"1400000US06037240010","Census Tract 2400.10, Los Angeles County, California",3737,0.0615466952100615,0.487556863794488,0.317634466149318,24018,0.993577736151994,83.6
"1400000US06037240020","Census Tract 2400.20, Los Angeles County, California",5223,0.0675856787287,0.506222477503351,0.354968408960368,21466,0.99559640053609,83.5
"1400000US06037240200","Census Tract 2402, Los Angeles County, California",5159,0.0748207016863733,0.450087226206629,0.371002132196162,24237,0.972862957937585,84
"1400000US06037240300","Census Tract 2403, Los Angeles County, California",5637,0.0711371296789072,0.470817810892319,0.394536100762817,23973,0.98616285258116,89.4
"1400000US06037240401","Census Tract 2404.01, Los Angeles County, California",6379,0.0485969587709672,0.480796363066311,0.344411349741339,28828,0.989967079479542,87
"1400000US06037240402","Census Tract 2404.02, Los Angeles County, California",3763,0.0863672601647622,0.531490831783152,0.465320223226149,27458,0.970768004251927,91.9
"1400000US06037240500","Census Tract 2405, Los Angeles County, California",7326,0.0627900627900628,0.514332514332514,0.339066339066339,22869,0.988670488670489,83.9
"1400000US06037240600","Census Tract 2406, Los Angeles County, California",6167,0.0875628344413815,0.491973406842873,0.327712015566726,24682,0.98410896708286,85.2
"1400000US06037240700","Census Tract 2407, Los Angeles County, California",6596,0.0761067313523347,0.518192844147969,0.398271679805943,31033,0.979836264402668,87.1
"1400000US06037240800","Census Tract 2408, Los Angeles County, California",4341,0.0861552637641096,0.506334945865008,0.37456807187284,23750,0.95461875143976,81.7
"1400000US06037240900","Census Tract 2409, Los Angeles County, California",6736,0.0712589073634204,0.471347980997625,0.356146080760095,26406,0.997179334916865,84.7
"1400000US06037241001","Census Tract 2410.01, Los Angeles County, California",4197,0.0650464617583989,0.488205861329521,0.432213485823207,25502,0.96854896354539,83.9
"1400000US06037241002","Census Tract 2410.02, Los Angeles County, California",4144,0.0781853281853282,0.432432432432432,0.395994208494209,29792,0.965492277992278,91
"1400000US06037241110","Census Tract 2411.10, Los Angeles County, California",3356,0.0753873659117998,0.532479141835518,0.3373063170441,24247,0.989570917759237,87.5
"1400000US06037241120","Census Tract 2411.20, Los Angeles County, California",5146,0.0738437621453556,0.49028371550719,0.342401865526623,26533,0.967353284104159,86.2
"1400000US06037241201","Census Tract 2412.01, Los Angeles County, California",3015,0.0938640132669983,0.484577114427861,0.45771144278607,29375,0.981094527363184,83.1
"1400000US06037241202","Census Tract 2412.02, Los Angeles County, California",5776,0.0979916897506925,0.451350415512465,0.402354570637119,30892,0.945290858725762,90.8
"1400000US06037241300","Census Tract 2413, Los Angeles County, California",2480,0.119354838709677,0.499193548387097,0.41491935483871,30474,0.947983870967742,89.2
"1400000US06037241400","Census Tract 2414, Los Angeles County, California",3785,0.0554821664464993,0.547688243064729,0.346367239101717,24851,0.937120211360634,81.4
"1400000US06037242000","Census Tract 2420, Los Angeles County, California",4189,0.0589639532107902,0.496299832895679,0.34351873955598,26482,0.95631415612318,82.2
"1400000US06037242100","Census Tract 2421, Los Angeles County, California",2852,0.038218793828892,0.436185133239832,0.286465638148668,17235,0.98492286115007,89.6
"1400000US06037242200","Census Tract 2422, Los Angeles County, California",6402,0.0709153389565761,0.502967822555451,0.288503592627304,23725,0.996563573883162,83.1
"1400000US06037242300","Census Tract 2423, Los Angeles County, California",4952,0.0438206785137318,0.443255250403877,0.275444264943457,22362,0.895597738287561,90
"1400000US06037242600","Census Tract 2426, Los Angeles County, California",4756,0.039529015979815,0.431875525651808,0.277544154751892,21395,0.981497056349874,94.4
"1400000US06037242700","Census Tract 2427, Los Angeles County, California",6035,0.0565037282518641,0.477050538525269,0.374979287489644,22081,0.984755592377796,84.3
"1400000US06037243000","Census Tract 2430, Los Angeles County, California",6829,0.0553521745497145,0.534485283350417,0.327134280275297,24383,0.944062088153463,83.1
"1400000US06037243100","Census Tract 2431, Los Angeles County, California",6772,0.06497341996456,0.4187832250443,0.318222090962788,24747,0.975930301240402,90.6
"1400000US06037261101","Census Tract 2611.01, Los Angeles County, California",3389,0.192682207140749,0.412806137503688,0.739746237828268,83571,0.0787843021540277,97.2
"1400000US06037261102","Census Tract 2611.02, Los Angeles County, California",3520,0.298295454545455,0.375568181818182,0.792897727272727,77128,0.0423295454545455,97.5
"1400000US06037261200","Census Tract 2612, Los Angeles County, California",4182,0.220707795313247,0.409373505499761,0.745576279292205,97116,0.0306073648971784,97.6
"1400000US06037262100","Census Tract 2621, Los Angeles County, California",2678,0.37378640776699,0.327109783420463,0.780806572068708,94805,0.0586258401792382,97.1
"1400000US06037262200","Census Tract 2622, Los Angeles County, California",4405,0.261293984108967,0.38433598183882,0.713961407491487,91955,0.0740068104426788,99.1
"1400000US06037262301","Census Tract 2623.01, Los Angeles County, California",2748,0.266739446870451,0.365720524017467,0.627001455604076,101154,0.13136826783115,98.4
"1400000US06037262302","Census Tract 2623.02, Los Angeles County, California",2845,0.218629173989455,0.373286467486819,0.721616871704745,100714,0.0854130052724077,99.4
"1400000US06037262303","Census Tract 2623.03, Los Angeles County, California",3038,0.28439763001975,0.333113890717577,0.742264647794602,109143,0.0266622778143515,98.7
"1400000US06037262400","Census Tract 2624, Los Angeles County, California",3059,0.229813664596273,0.376266753841125,0.706766917293233,106250,0.0513239620791108,98.3
"1400000US06037262501","Census Tract 2625.01, Los Angeles County, California",3785,0.209775429326288,0.376486129458388,0.699603698811096,114438,0.0443857331571995,98.9
"1400000US06037262601","Census Tract 2626.01, Los Angeles County, California",3539,0.236224922294433,0.339643967222379,0.748799095789771,109766,0.0695111613450127,99.8
"1400000US06037262604","Census Tract 2626.04, Los Angeles County, California",5523,0.276480173818577,0.343110628281731,0.746695636429477,152782,0.0331341662140141,98.7
"1400000US06037262704","Census Tract 2627.04, Los Angeles County, California",3561,0.194608256107835,0.454366750912665,0.760741364785173,77424,0.071609098567818,98.3
"1400000US06037262706","Census Tract 2627.06, Los Angeles County, California",3571,0.203584430131616,0.354802576309157,0.662279473536824,100682,0.0593671240548866,99.6
"1400000US06037262802","Census Tract 2628.02, Los Angeles County, California",3424,0.266939252336449,0.273072429906542,0.714661214953271,95385,0.110397196261682,98
"1400000US06037264000","Census Tract 2640, Los Angeles County, California",3069,0.267513848159009,0.342456826327794,0.731834473769958,123789,0.03584229390681,98
"1400000US06037264102","Census Tract 2641.02, Los Angeles County, California",2998,0.157104736490994,0.624082721814543,0.862241494329553,71016,0.0993995997331554,97.8
"1400000US06037264103","Census Tract 2641.03, Los Angeles County, California",2658,0.145974416854778,0.665537998495109,0.802106847253574,76015,0.0624529721595184,98
"1400000US06037264301","Census Tract 2643.01, Los Angeles County, California",5552,0.103566282420749,0.719740634005764,0.832853025936599,68036,0.0965417867435159,97.3
"1400000US06037264302","Census Tract 2643.02, Los Angeles County, California",5882,0.176300578034682,0.57599455967358,0.830499829989799,65703,0.073954437266236,98.1
"1400000US06037265100","Census Tract 2651, Los Angeles County, California",2454,0.467807660961695,0.254686226568867,0.849225753871231,75655,0.0647921760391198,99.1
"1400000US06037265201","Census Tract 2652.01, Los Angeles County, California",2567,0.125827814569536,0.492403583950136,0.55512271133619,70156,0.119984417608103,96.4
"1400000US06037265202","Census Tract 2652.02, Los Angeles County, California",3981,0.187390102989199,0.544586787239387,0.726701833710123,57892,0.13112283345893,90.9
"1400000US06037265301","Census Tract 2653.01, Los Angeles County, California",11977,0,0.216498288386073,0.114552893045003,13906,0.264924438507139,99.5
"1400000US06037265303","Census Tract 2653.03, Los Angeles County, California",5156,0.00252133436772692,0.887703646237393,0.453064391000776,34844,0.193754848719938,93.6
"1400000US06037265304","Census Tract 2653.04, Los Angeles County, California",2878,0.0180681028492008,0.830437804030577,0.413134120917304,36683,0.191104933981932,90
"1400000US06037265305","Census Tract 2653.05, Los Angeles County, California",3990,0.00350877192982456,0.874185463659148,0.513032581453634,41827,0.191729323308271,97.4
"1400000US06037265410","Census Tract 2654.10, Los Angeles County, California",1495,0.161872909698997,0.449498327759197,0.690969899665552,79821,0.0648829431438127,98.9
"1400000US06037265420","Census Tract 2654.20, Los Angeles County, California",1838,0.232861806311208,0.407508161044614,0.704570184983678,103813,0.0718171926006529,98
"1400000US06037265510","Census Tract 2655.10, Los Angeles County, California",4663,0.0817070555436414,0.766888269354493,0.67703195367789,50058,0.105297019086425,93
"1400000US06037265520","Census Tract 2655.20, Los Angeles County, California",5059,0.15556434077881,0.571456809646175,0.793042103182447,62975,0.145878632140739,98.1
"1400000US06037265601","Census Tract 2656.01, Los Angeles County, California",3615,0.140525587828492,0.594190871369295,0.789764868603043,51094,0.0412171507607192,94.8
"1400000US06037265602","Census Tract 2656.02, Los Angeles County, California",3044,0.313403416557162,0.412286465177398,0.812417871222076,75564,0.0814717477003942,98.7
"1400000US06037265700","Census Tract 2657, Los Angeles County, California",4636,0.287748058671268,0.40832614322692,0.798964624676445,53993,0.0964193270060397,95.8
"1400000US06037267100","Census Tract 2671, Los Angeles County, California",6649,0.158820875319597,0.533914874417206,0.74251767183035,72099,0.0994134456309219,96.7
"1400000US06037267200","Census Tract 2672, Los Angeles County, California",7004,0.162621359223301,0.607795545402627,0.827384351798972,59853,0.103369503141062,98.3
"1400000US06037267300","Census Tract 2673, Los Angeles County, California",4235,0.121133412042503,0.683825265643447,0.808264462809917,49663,0.225737898465171,94.5
"1400000US06037267402","Census Tract 2674.02, Los Angeles County, California",4872,0.125,0.75923645320197,0.883620689655172,54258,0.17200328407225,91.8
"1400000US06037267403","Census Tract 2674.03, Los Angeles County, California",3000,0.0823333333333333,0.814333333333333,0.872333333333333,63897,0.169,95.2
"1400000US06037267404","Census Tract 2674.04, Los Angeles County, California",3475,0.0828776978417266,0.758273381294964,0.857553956834532,60000,0.135827338129496,92.9
"1400000US06037267501","Census Tract 2675.01, Los Angeles County, California",5993,0.0712497914233272,0.707158351409978,0.740030035040881,53786,0.310695811780411,83.4
"1400000US06037267502","Census Tract 2675.02, Los Angeles County, California",3632,0.0922356828193833,0.653909691629956,0.712830396475771,57759,0.270099118942731,91.3
"1400000US06037267600","Census Tract 2676, Los Angeles County, California",2916,0.159122085048011,0.536008230452675,0.751371742112483,63357,0.258230452674897,97.1
"1400000US06037267700","Census Tract 2677, Los Angeles County, California",3276,0.148656898656899,0.686813186813187,0.797008547008547,57647,0.200854700854701,91.8
"1400000US06037267800","Census Tract 2678, Los Angeles County, California",2666,0.1807951987997,0.442610652663166,0.719429857464366,70663,0.0982745686421605,100
"1400000US06037267901","Census Tract 2679.01, Los Angeles County, California",2428,0.515650741350906,0.285420098846787,0.907331136738056,75694,0.0457166392092257,98.1
"1400000US06037267902","Census Tract 2679.02, Los Angeles County, California",3365,0.180683506686478,0.513521545319465,0.743833580980684,100078,0.101931649331352,99.9
"1400000US06037269000","Census Tract 2690, Los Angeles County, California",4813,0.21088718055267,0.425929773530023,0.793060461250779,83871,0.164346561396219,99.3
"1400000US06037269100","Census Tract 2691, Los Angeles County, California",4274,0.163547028544689,0.444080486663547,0.64927468413664,71977,0.0935891436593355,96.9
"1400000US06037269300","Census Tract 2693, Los Angeles County, California",3840,0.191666666666667,0.39765625,0.71171875,88607,0.0549479166666667,96.9
"1400000US06037269500","Census Tract 2695, Los Angeles County, California",3797,0.156702659994733,0.372399262575718,0.664735317355807,99583,0.0268633131419542,99.4
"1400000US06037269601","Census Tract 2696.01, Los Angeles County, California",3393,0.0778072502210433,0.572060123784262,0.541408782788093,35053,0.80430297671677,92
"1400000US06037269602","Census Tract 2696.02, Los Angeles County, California",2865,0.075043630017452,0.624432809773124,0.698778359511344,34770,0.487260034904014,81.8
"1400000US06037269700","Census Tract 2697, Los Angeles County, California",3546,0.107163000564016,0.597574732092499,0.748448956570784,57042,0.409475465313029,96.8
"1400000US06037269800","Census Tract 2698, Los Angeles County, California",3046,0.0748522652659225,0.701575837163493,0.812541037426133,51978,0.217334208798424,91.3
"1400000US06037269903","Census Tract 2699.03, Los Angeles County, California",3421,0.073370359543993,0.781058170125694,0.781058170125694,50417,0.292604501607717,92.6
"1400000US06037269904","Census Tract 2699.04, Los Angeles County, California",3927,0.0656990068754775,0.707664884135472,0.81563534504711,45548,0.269671504965623,88.7
"1400000US06037269905","Census Tract 2699.05, Los Angeles County, California",2459,0.046766978446523,0.799918666124441,0.84505896705978,56071,0.38430256201708,91.2
"1400000US06037269906","Census Tract 2699.06, Los Angeles County, California",3158,0.0696643445218493,0.750158328055731,0.814439518682711,58155,0.31222292590247,95.6
"1400000US06037269907","Census Tract 2699.07, Los Angeles County, California",2692,0.0642644873699851,0.75,0.847696879643388,51654,0.351783060921248,90.3
"1400000US06037270100","Census Tract 2701, Los Angeles County, California",4202,0.0630652070442646,0.774631128034269,0.800571156592099,59034,0.266539742979534,89.5
"1400000US06037270200","Census Tract 2702, Los Angeles County, California",3226,0.140731556106634,0.601983880967142,0.646931184128952,40242,0.589274643521389,82.8
"1400000US06037270300","Census Tract 2703, Los Angeles County, California",2542,0.134933123524784,0.53579858379229,0.62588512981904,44074,0.702596380802518,87.4
"1400000US06037271100","Census Tract 2711, Los Angeles County, California",2445,0.194683026584867,0.495296523517382,0.730061349693252,75703,0.208997955010225,94.2
"1400000US06037271200","Census Tract 2712, Los Angeles County, California",2770,0.0837545126353791,0.684837545126354,0.729241877256318,44295,0.405054151624549,94.7
"1400000US06037271300","Census Tract 2713, Los Angeles County, California",4395,0.185437997724687,0.53287827076223,0.744709897610922,72401,0.159499431171786,97.5
